time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20061010:0400,18.76,19.85,750.05,902.84,116.2,283.5,2.14,192,83680
20061010:0500,19.64,18.6,736.6,865.84,114.7,287.75,1.93,202,83650
20061010:0600,20.14,18.6,655.95,799.52,111.65,290.1,1.31,220,83610
20061010:0700,20.48,18.6,517.65,695.74,105.65,291.45,0.9,268,83540
20061010:0800,20.63,17.25,338.2,548.88,86.55,291.65,1.1,329,83530
20061010:0900,20.58,17.85,135.65,259,60.85,290.65,1.79,3,83540
20061010:1000,19.91,17.85,10.65,25.87,8.2,290.3,2,19,83560
20061010:1100,18.54,20.55,0,0,0,286.05,1.86,23,83620
20061010:1200,17.12,22.9,0,0,0,287,1.93,22,83670
20061010:1300,15.27,31.95,0,0,0,280.2,1.86,23,83720
20061010:1400,13.92,36.85,0,0,0,275.4,1.52,25,83750
20061010:1500,14.64,25.1,0,0,0,274.05,0.9,38,83780
20061010:1600,13.91,26.9,0,0,0,269.75,0.48,72,83760
20061010:1700,13.26,27.85,0,0,0,269.4,0.34,139,83700
20061010:1800,12.69,28.85,0,0,0,267.05,0.41,171,83690
20061010:1900,12.21,28.75,0,0,0,263.2,0.69,149,83670
20061010:2000,11.56,31,0,0,0,261.45,1.03,134,83650
20061010:2100,10.55,34.6,0,0,0,260.1,1.24,141,83620
20061010:2200,9.38,37.2,0,0,0,259.5,1.24,156,83610
20061010:2300,7.92,43.1,0,0,0,259.7,1.45,166,83620
20061011:0000,6.91,52.2,216.7,872.91,67.65,261.05,1.45,171,83610
20061011:0100,9.61,54.9,410.3,894.53,91.5,265.6,1.17,158,83640
20061011:0200,14.41,29.25,572.5,907.49,107.2,272.85,1.72,141,83650
20061011:0300,17.03,25.6,687.3,916.03,111,281.55,2.41,142,83630
20061011:0400,19.09,25.15,740.25,899.45,112.75,289.7,3.45,154,83590
20061011:0500,20.46,27.45,726.35,852.7,117.85,297.25,4.14,166,83520
20061011:0600,21.35,27.7,626.5,740.67,125.85,303.45,4.62,175,83440
20061011:0700,21.61,27.7,471.3,594.86,122,306.75,3.93,185,83380
20061011:0800,21.54,26.7,281,357.28,119,316.05,3.17,194,83380
20061011:0900,21.24,26.7,104.7,153.83,61.05,317.55,2.07,210,83380
20061011:1000,18.86,32.9,5.5,6.69,4.9,325.9,1.93,256,83420
20061011:1100,17.4,39.25,0,0,0,333.05,1.72,239,83520
20061011:1200,16.59,40.6,0,0,0,324.95,1.38,206,83590
20061011:1300,15.5,48.55,0,0,0,303.25,1.66,219,83630
20061011:1400,14.04,51.9,0,0,0,290.85,2.55,224,83660
20061011:1500,13,55.65,0,0,0,290.5,2.83,223,83670
20061011:1600,12.27,57.65,0,0,0,296.3,2.83,220,83670
20061011:1700,11.45,61.85,0,0,0,289.1,2.83,224,83630
20061011:1800,10.53,64.1,0,0,0,277.1,2.83,229,83610
20061011:1900,9.56,66.35,0,0,0,273.65,2.34,225,83590
20061011:2000,8.5,71.4,0,0,0,270.55,2.21,222,83590
20061011:2100,7.58,76.8,0,0,0,269.75,2.07,221,83560
20061011:2200,6.71,79.55,0,0,0,264.15,2,221,83580
20061011:2300,6,82.55,0,0,0,261.45,2,220,83620
20061012:0000,6.18,85.7,215.4,892.35,66.05,259.7,1.86,218,83630
20061012:0100,10.2,71.6,410.1,908.55,89.6,261.75,1.79,208,83690
20061012:0200,13.93,53.85,575.3,925.74,104.25,267.45,1.93,199,83700
20061012:0300,16.57,42.05,689.95,923.34,112.9,275,2.07,201,83710
20061012:0400,18.47,30.35,742.5,902.75,116.7,281.6,2,205,83670
20061012:0500,19.57,24.35,729.75,867.55,114.7,285.45,1.52,196,83620
20061012:0600,20.21,20.9,648.7,802.35,110.25,287.75,1.24,185,83560
20061012:0700,20.63,17.95,511.8,707.19,100.05,287.4,1.31,196,83500
20061012:0800,20.69,17.95,328.75,542.14,85.65,286.6,1.03,190,83470
20061012:0900,20.46,18.6,130.8,276.59,53.7,285.85,0.97,169,83450
20061012:1000,19.87,18.6,8.4,27.11,6.1,282.55,0.9,146,83440
20061012:1100,18.67,22.35,0,0,0,281.2,1.17,145,83470
20061012:1200,16.61,40.6,0,0,0,281.6,1.45,156,83540
20061012:1300,14.72,48.4,0,0,0,280.6,1.66,169,83570
20061012:1400,13.34,51.75,0,0,0,278.3,1.79,182,83610
20061012:1500,12,55.4,0,0,0,277.3,1.93,195,83590
20061012:1600,10.85,59.5,0,0,0,276.55,2.14,204,83590
20061012:1700,9.85,63.9,0,0,0,275.2,2.14,208,83570
20061012:1800,9.06,63.9,0,0,0,274.4,2.21,207,83570
20061012:1900,8.32,61.3,0,0,0,269.75,2.14,210,83580
20061012:2000,7.69,63.6,0,0,0,270.35,2.21,204,83540
20061012:2100,7.24,65.95,0,0,0,269.95,2.48,202,83500
20061012:2200,6.74,68.4,0,0,0,269.75,2.62,202,83490
20061012:2300,6.24,73.7,0,0,0,268.05,2.55,204,83500
20061013:0000,6.55,73.8,210.75,884.05,65.8,267.25,2.41,203,83530
20061013:0100,10.78,64.1,403.25,898.01,89.75,270.45,2.34,198,83590
20061013:0200,14.9,52.15,566.3,914.52,104.55,277.7,2.76,193,83620
20061013:0300,17.43,47.3,679.05,911.3,113.35,286.4,3.31,191,83610
20061013:0400,19.53,39.8,730.65,891.75,116.45,294.35,3.86,190,83570
20061013:0500,21.06,33.3,716.8,857.69,112.75,300.95,3.59,185,83510
20061013:0600,22.01,26.8,591.3,665.51,147.9,305,3.1,176,83450
20061013:0700,22.02,24.85,469.85,605.17,120.5,312.35,2.62,177,83370
20061013:0800,22.13,22.15,279.05,412.26,96.25,307.1,2.28,166,83370
20061013:0900,21.46,22,117.85,216.77,58.5,311.2,2.34,146,83360
20061013:1000,20.57,25.4,6.6,15.63,5.35,307.3,2.34,127,83370
20061013:1100,18.86,30.5,0,0,0,302.3,3.17,126,83380
20061013:1200,17.73,32.65,0,0,0,302.3,3.17,132,83440
20061013:1300,16.49,37.55,0,0,0,289.7,2.83,141,83430
20061013:1400,15.04,46.6,0,0,0,286.4,2.48,155,83450
20061013:1500,13.5,53.7,0,0,0,284.85,2.28,171,83420
20061013:1600,12.24,57.65,0,0,0,284.3,2.28,184,83400
20061013:1700,11.13,64.25,0,0,0,284.1,2.41,192,83370
20061013:1800,10.15,69,0,0,0,282.75,2.41,195,83340
20061013:1900,9.71,74.2,0,0,0,282.55,2.34,195,83290
20061013:2000,8.89,76.95,0,0,0,280.4,2.41,193,83240
20061013:2100,8.15,82.75,0,0,0,277.3,2.48,193,83210
20061013:2200,7.5,85.85,0,0,0,275,2.55,193,83190
20061013:2300,7.02,89,0,0,0,271.7,2.62,196,83200
20061014:0000,7.37,92.35,207.1,885.8,64.9,269.95,2.55,195,83220
20061014:0100,11.14,80.1,400.65,909.9,86.35,271.6,2.62,188,83260
20061014:0200,14.92,64.95,565.55,929.22,100.05,277.5,3.38,184,83270
20061014:0300,17.38,52.75,677.3,915.35,112.95,285.45,4.21,185,83250
20061014:0400,19.55,42.85,729.8,896.47,116.35,292.05,4.9,184,83200
20061014:0500,21.3,36,715.6,856.99,116.05,298.4,4.83,184,83140
20061014:0600,22.56,29.05,636.3,798.97,107.85,302.1,4.55,183,83070
20061014:0700,22.63,27.95,494.7,691.81,98.75,303.85,3.66,172,83000
20061014:0800,22.82,25.1,319,545.68,79.75,305,3.38,168,82990
20061014:0900,22.51,25.95,125.45,285.28,48.75,304.2,3.24,161,82970
20061014:1000,21.33,29.9,6.45,21.96,4.8,297.45,2.55,151,82970
20061014:1100,19.77,34.45,0,0,0,293.75,2.34,146,83000
20061014:1200,18.21,41.05,0,0,0,291.25,2.28,151,83050
20061014:1300,16.63,47.15,0,0,0,290.1,2.55,157,83070
20061014:1400,15.54,52.25,0,0,0,289.3,2.97,165,83080
20061014:1500,14.39,58.1,0,0,0,287.75,3.1,176,83100
20061014:1600,12.95,66.95,0,0,0,284.5,2.9,185,83060
20061014:1700,11.74,74.55,0,0,0,281.75,2.9,188,83030
20061014:1800,10.77,80.05,0,0,0,279.85,2.9,188,82970
20061014:1900,10.26,82.95,0,0,0,278.3,2.76,190,82920
20061014:2000,9.42,85.95,0,0,0,275.6,2.9,190,82880
20061014:2100,8.94,85.95,0,0,0,274.8,2.97,187,82840
20061014:2200,8.36,89.1,0,0,0,271.7,2.83,189,82830
20061014:2300,7.93,89.05,0,0,0,274.05,2.83,192,82850
20061015:0000,8.63,85.95,158.1,569.13,68.7,286.8,2.97,192,82870
20061015:0100,11.48,83.05,334.65,598.01,130.3,290.6,3.52,190,82930
20061015:0200,13.84,69.65,521.2,821.06,113.15,306.55,5.72,190,82930
20061015:0300,16.06,60.65,646.3,863.55,117.55,304.05,6.14,192,82920
20061015:0400,18.22,49.3,708.3,860.83,123.1,302.1,5.59,196,82880
20061015:0500,20.18,43,688.9,799.96,133,308.85,4.55,210,82870
20061015:0600,21.79,36.15,589.85,667.86,151.35,317,4.07,260,82870
20061015:0700,22.69,20.7,421,463.06,158.25,316.4,7.52,311,82870
20061015:0800,21.8,22.15,246.8,262.16,133.15,321.85,8.48,321,82920
20061015:0900,20.36,27.45,102.95,165.73,59.2,315.85,8.41,325,82970
20061015:1000,18.8,27.2,4.35,0,4.35,305.75,7.79,322,83050
20061015:1100,16.82,26.65,0,0,0,300.35,7.86,315,83200
20061015:1200,15.21,30.7,0,0,0,304.4,7.79,313,83320
20061015:1300,14.21,35.6,0,0,0,312.15,7.45,313,83420
20061015:1400,13.42,39.65,0,0,0,306.35,6.97,313,83500
20061015:1500,12.84,41.1,0,0,0,309.25,6.41,316,83540
20061015:1600,12.2,42.55,0,0,0,300.95,5.72,318,83570
20061015:1700,11.85,42.4,0,0,0,313.1,5.38,322,83600
20061015:1800,11.43,40.65,0,0,0,310.4,4.83,326,83590
20061015:1900,10.85,40.55,0,0,0,281,3.79,323,83630
20061015:2000,10.37,40.4,0,0,0,292.6,3.17,323,83620
20061015:2100,9.74,41.85,0,0,0,292.6,2.48,317,83640
20061015:2200,8.97,45.15,0,0,0,291.25,1.93,306,83670
20061015:2300,8.45,50.6,0,0,0,297.45,1.59,296,83750
20061016:0000,8.42,52.6,108.4,55.66,99.85,297.65,1.31,283,83820
20061016:0100,10.05,38.85,186.05,50.74,168.9,302.8,1.1,287,83880
20061016:0200,11.05,30.85,279.8,95.64,232.65,309.65,1.45,291,83920
20061016:0300,11.98,25.3,362.1,79.35,313.85,312.95,1.72,274,83900
20061016:0400,13.17,21.85,385.85,85.29,328.25,318.15,2,260,83870
20061016:0500,14.22,21.25,296.35,34.7,272.4,316.05,2.14,258,83830
20061016:0600,14.73,22.25,359.65,126.04,277.5,320.65,1.66,255,83760
20061016:0700,15.26,22.4,266.15,81.6,220.25,319.5,0.9,233,83690
20061016:0800,15.48,22.4,175.2,60.89,149.1,317.55,0.9,168,83680
20061016:0900,15.56,23.3,69.15,28.56,61.75,316.4,1.72,149,83670
20061016:1000,15.27,24.25,3.65,0,3.65,314.1,1.93,134,83670
20061016:1100,14.27,26,0,0,0,297.65,2,108,83700
20061016:1200,13.11,27.85,0,0,0,281,2,112,83730
20061016:1300,11.63,32.25,0,0,0,262.2,2.21,132,83760
20061016:1400,10.4,37.3,0,0,0,264.35,2.34,145,83780
20061016:1500,9.28,41.85,0,0,0,261.25,2.48,154,83750
20061016:1600,8.23,50.6,0,0,0,260.85,2.48,158,83720
20061016:1700,7.25,58.8,0,0,0,261.45,2.48,161,83660
20061016:1800,6.47,65.75,0,0,0,261.25,2.62,166,83610
20061016:1900,6.38,68.3,0,0,0,263,2.69,170,83570
20061016:2000,5.83,73.65,0,0,0,261.85,2.62,173,83510
20061016:2100,5.32,76.4,0,0,0,261.25,2.55,174,83470
20061016:2200,4.89,82.35,0,0,0,260.3,2.55,176,83470
20061016:2300,4.49,82.35,0,0,0,259.9,2.48,175,83510
20061017:0000,4.72,82.35,194.65,872,63.75,259.9,2.34,171,83510
20061017:0100,8.4,66.15,382.95,881.88,88.2,263.5,2.14,167,83590
20061017:0200,12.66,47.85,530.25,828.29,125.25,270.55,2.62,170,83590
20061017:0300,15.04,40.1,614.05,746.4,163.4,285.05,4.07,181,83590
20061017:0400,16.77,34.9,659.8,686.11,199.55,294.95,4.07,190,83570
20061017:0500,18.11,31.55,644.65,652.7,197.2,302.65,3.45,194,83510
20061017:0600,18.99,29.35,536.2,528.49,194.3,307.9,2.83,198,83440
20061017:0700,19.16,28.4,413.5,448.67,163.3,315.25,2.07,237,83370
20061017:0800,19.28,27.3,227.7,247.56,122.8,319.9,1.79,278,83360
20061017:0900,18.99,27.2,95.4,157.26,55.4,320.3,2.14,310,83350
20061017:1000,18.25,28.1,3.55,0,3.55,308.5,2.14,317,83360
20061017:1100,17,32.35,0,0,0,302.65,2.28,307,83430
20061017:1200,15.93,34.65,0,0,0,306.15,2.41,303,83490
20061017:1300,14.95,37.15,0,0,0,311.95,2.34,297,83530
20061017:1400,13.82,39.8,0,0,0,305,2.14,283,83540
20061017:1500,12.79,47.85,0,0,0,308.85,1.79,264,83530
20061017:1600,11.94,51.35,0,0,0,308.5,1.72,246,83520
20061017:1700,11.45,55.3,0,0,0,317.75,1.59,232,83490
20061017:1800,10.82,57.3,0,0,0,309.65,1.59,223,83440
20061017:1900,10.14,55.05,0,0,0,294.35,1.45,229,83400
20061017:2000,9.28,57.05,0,0,0,289.5,1.59,222,83370
20061017:2100,8.59,59.15,0,0,0,289.1,1.59,222,83340
20061017:2200,7.95,63.6,0,0,0,286.4,1.72,221,83360
20061017:2300,7.49,63.6,0,0,0,283.9,1.72,219,83400
20061018:0000,7.4,65.95,130.35,131.99,111,281.2,1.86,213,83450
20061018:0100,9.64,59.25,288.4,320.17,182.6,281.1,1.66,206,83480
20061018:0200,13.87,41.35,481.5,591.23,194.8,283.3,2,200,83500
20061018:0300,16.69,29.95,635.45,777.94,169.1,280.8,2.97,202,83480
20061018:0400,18.57,24.05,697.7,862.38,123.1,282.35,3.59,204,83440
20061018:0500,19.73,19.35,693.65,835.13,125.05,284.85,3.1,200,83370
20061018:0600,20.48,17.85,619.3,791.81,110.85,290.3,2.62,191,83290
20061018:0700,21.05,14.7,480.45,677.01,106.2,282.35,2.21,166,83220
20061018:0800,21.16,13.65,293.05,482.44,90.95,281.95,2.21,161,83200
20061018:0900,20.87,14.1,107.4,243.57,46.6,282.55,2.14,156,83190
20061018:1000,20.09,15.85,2.9,0,2.9,279.05,1.66,135,83200
20061018:1100,18.83,17.6,0,0,0,277.7,1.52,116,83260
20061018:1200,16.85,26.65,0,0,0,278.85,1.72,114,83330
20061018:1300,15.05,30.6,0,0,0,279.65,2,124,83370
20061018:1400,13.76,32.8,0,0,0,276.15,1.86,139,83400
20061018:1500,12.78,33.8,0,0,0,271.3,1.72,159,83430
20061018:1600,11.2,39.1,0,0,0,270.35,2,179,83430
20061018:1700,9.84,43.55,0,0,0,269.75,2.48,188,83410
20061018:1800,8.9,46.95,0,0,0,268.2,2.62,190,83380
20061018:1900,8.3,45,0,0,0,262.8,2.76,192,83360
20061018:2000,7.45,50.35,0,0,0,261.65,2.83,194,83370
20061018:2100,6.81,56.45,0,0,0,260.85,2.9,194,83340
20061018:2200,6.24,63.25,0,0,0,259.5,2.97,190,83360
20061018:2300,5.68,70.85,0,0,0,258.55,3.03,189,83380
20061019:0000,5.79,76.5,192.65,907.95,62.75,258.15,2.83,189,83410
20061019:0100,9.48,66.35,382.65,902.63,87.8,262.15,2.55,184,83460
20061019:0200,13.99,51.9,544.25,918.15,102.75,269.6,2.83,178,83490
20061019:0300,17.12,37.8,655.9,915.21,111.2,279.25,3.66,177,83490
20061019:0400,19.48,30.65,705.9,893.65,114.5,288.35,5.17,179,83430
20061019:0500,21.2,25.65,689.7,852.89,113,295.3,5.86,183,83360
20061019:0600,22.32,22.25,608.4,784.26,108.55,299,5.86,186,83290
20061019:0700,23.13,19.15,471.2,685.71,95.45,300.95,5.72,188,83250
20061019:0800,23.25,17.85,290.05,505.64,80.65,300.95,5.45,186,83210
20061019:0900,22.95,18.45,94.95,209.24,43.7,302.3,4.76,181,83200
20061019:1000,21.67,20.5,2.45,0,2.45,302.1,3.52,166,83210
20061019:1100,20.14,23.5,0,0,0,293.6,3.31,155,83230
20061019:1200,18.78,25.15,0,0,0,290.65,3.72,155,83280
20061019:1300,17.37,30.1,0,0,0,288.95,4.07,162,83320
20061019:1400,15.98,36,0,0,0,286.4,4.07,172,83350
20061019:1500,14.76,41.65,0,0,0,283.1,3.93,180,83370
20061019:1600,13.68,48.15,0,0,0,281.2,3.86,186,83370
20061019:1700,12.6,53.6,0,0,0,278.65,3.59,189,83310
20061019:1800,11.62,59.7,0,0,0,276.15,3.38,190,83290
20061019:1900,10.99,64.1,0,0,0,274.8,3.31,189,83240
20061019:2000,9.99,68.9,0,0,0,273.05,3.1,189,83240
20061019:2100,9.12,68.9,0,0,0,271.1,3.03,188,83190
20061019:2200,8.37,74.05,0,0,0,269,2.97,188,83180
20061019:2300,7.66,76.8,0,0,0,266.85,3.03,188,83180
20061020:0000,7.77,79.7,184.5,870.13,63.1,265.7,3.1,188,83200
20061020:0100,11.08,69.15,375.55,889.6,88.35,270.05,3.45,188,83220
20061020:0200,14.19,58.1,526.35,883.01,105.35,276.75,5.24,188,83200
20061020:0300,16.48,50.6,650.75,910.4,112.85,284.1,6.48,186,83200
20061020:0400,18.6,42.7,697.25,893.11,110.25,292.6,6.55,187,83140
20061020:0500,20.25,38.5,673.1,822.94,120.5,299.2,6.21,190,83070
20061020:0600,21.44,34.7,598.25,781.48,103.9,307.3,5.52,195,83020
20061020:0700,22.06,32.35,458.65,668.83,95.35,309.85,4.14,204,82980
20061020:0800,22.25,31.3,263.1,435.9,84.65,311.2,2.97,232,83010
20061020:0900,21.8,28.9,88.2,181.65,44.55,318.35,3.1,278,83030
20061020:1000,20.62,25.55,2.05,0,2.05,316.8,3.86,302,83080
20061020:1100,18.73,24.2,0,0,0,307.5,4.34,307,83160
20061020:1200,17.33,22.9,0,0,0,296.5,4.07,302,83250
20061020:1300,16.26,23.55,0,0,0,298.4,3.93,292,83320
20061020:1400,15.15,25.25,0,0,0,288.75,4,287,83370
20061020:1500,14.16,27.05,0,0,0,285.05,4.48,287,83410
20061020:1600,13.04,27.75,0,0,0,276.75,4.69,289,83440
20061020:1700,11.95,29.75,0,0,0,272.1,4.62,289,83430
20061020:1800,11.15,29.6,0,0,0,269.75,4.69,291,83460
20061020:1900,10.6,30.7,0,0,0,267.05,4.9,295,83450
20061020:2000,9.94,31.7,0,0,0,262.05,4.83,301,83500
20061020:2100,9.28,31.7,0,0,0,260.85,4.76,309,83520
20061020:2200,8.54,32.85,0,0,0,257,3.93,311,83560
20061020:2300,7.78,35.3,0,0,0,256.8,3.1,302,83640
20061021:0000,7.4,38.1,174.8,785.95,67.95,256.8,2.69,289,83700
20061021:0100,9.42,34.35,345.7,782.59,96.05,263.9,2.76,290,83780
20061021:0200,11.53,32.25,424.5,581.57,149.6,274.6,3.79,304,83840
20061021:0300,13.14,29,513.05,563.93,182.3,296.65,4,316,83850
20061021:0400,14.46,28.15,578,629.36,167.2,289.3,4.21,325,83840
20061021:0500,15.61,25.35,546.7,549.92,180,289.3,4.41,330,83790
20061021:0600,16.32,24.5,539.5,642.12,136.35,289.3,4.41,332,83730
20061021:0700,16.62,22.75,440.15,620.42,106.1,284.85,4.07,340,83710
20061021:0800,16.72,22.75,267,450.35,84.75,285.05,4.14,343,83710
20061021:0900,16.3,23.55,94.45,224.2,41.6,280.4,3.93,350,83710
20061021:1000,15.39,25.25,1.7,0,1.7,272.85,3.1,0,83760
20061021:1100,14.06,27.05,0,0,0,268.6,2.34,9,83810
20061021:1200,13.01,30.05,0,0,0,266.3,2,15,83890
20061021:1300,11.46,37.6,0,0,0,262.2,1.59,20,83940
20061021:1400,10.42,38.85,0,0,0,258.75,1.31,30,83980
20061021:1500,9.67,37.2,0,0,0,255.25,1.24,44,84010
20061021:1600,9.24,35.75,0,0,0,251.95,1.17,55,84000
20061021:1700,9.16,33,0,0,0,249.25,0.97,67,83970
20061021:1800,8.5,34.2,0,0,0,247.3,0.9,89,83950
20061021:1900,7.39,39.7,0,0,0,247.5,1.24,96,83930
20061021:2000,5.44,47.85,0,0,0,245.95,1.79,99,83900
20061021:2100,4.18,51.55,0,0,0,244.4,2.14,99,83880
20061021:2200,3.46,51.4,0,0,0,242.65,2.28,99,83900
20061021:2300,2.86,55.45,0,0,0,241.15,2.21,98,83920
20061022:0000,2.77,53.25,184.05,924.71,61.65,240.15,2.14,98,83960
20061022:0100,6.09,39.4,374.75,912.25,87.25,242.8,2.14,100,84000
20061022:0200,9.78,28.05,537.05,927.39,102.5,247.3,2.9,105,84020
20061022:0300,12.38,24.45,648.7,922.84,111.45,253.7,3.52,110,83980
20061022:0400,14.65,22.25,698,898.41,115.65,260.5,4,115,83920
20061022:0500,16.34,21.75,681.5,857.04,114,266.5,4.21,120,83810
20061022:0600,17.58,21.15,597.75,784.93,108.65,271.7,4.41,124,83710
20061022:0700,18.2,20.55,458.65,678.46,96.55,273.85,4.69,120,83620
20061022:0800,18.5,20.55,278.8,506.08,76.35,275.75,4.69,116,83560
20061022:0900,18.2,20.55,93.2,231.61,39.65,275.95,4.97,104,83540
20061022:1000,16.72,21.85,1.4,0,1.4,274.6,5.03,83,83540
20061022:1100,14.56,24.1,0,0,0,271.7,5.59,79,83540
20061022:1200,13.12,24.7,0,0,0,268.8,5.72,86,83600
20061022:1300,12.08,27.6,0,0,0,267.25,5.17,95,83630
20061022:1400,11.22,33.4,0,0,0,268.05,4.14,103,83630
20061022:1500,10.42,38.85,0,0,0,271.1,3.17,110,83610
20061022:1600,9.46,45.25,0,0,0,270.95,2.55,117,83590
20061022:1700,8.4,50.6,0,0,0,271.3,2.21,119,83520
20061022:1800,7.41,56.55,0,0,0,270.35,2,120,83480
20061022:1900,6.83,61,0,0,0,269,2.07,111,83410
20061022:2000,6.19,63.25,0,0,0,274.6,1.93,105,83370
20061022:2100,5.69,63.15,0,0,0,276.35,1.86,102,83340
20061022:2200,5.35,65.55,0,0,0,279.05,1.93,96,83340
20061022:2300,5.31,65.55,0,0,0,288.95,1.93,97,83330
20061023:0000,5.9,65.65,65.8,158.43,45.4,304.6,1.86,98,83340
20061023:0100,7.73,56.7,125.25,170.26,72.25,316.7,1.93,97,83390
20061023:0200,9.67,52.85,197.35,169.77,118.5,323,2.34,101,83400
20061023:0300,11.2,53.25,205.5,86.27,155.65,337.3,3.17,112,83370
20061023:0400,12.05,51.5,204.25,84.67,149.75,340.8,3.59,125,83340
20061023:0500,12.96,53.6,236.5,105.02,167.45,338.85,3.59,143,83280
20061023:0600,13.47,53.7,244.4,89.58,189,356.65,2.9,146,83210
20061023:0700,13.66,51.9,182.5,86.48,136.75,354.95,1.79,353,83180
20061023:0800,13.31,51.75,70.75,16.18,64.35,342.15,4.34,337,83230
20061023:0900,11.83,51.35,15.1,1.54,14.75,343.7,6.14,328,83330
20061023:1000,10.06,49.05,0.3,0,0.3,343.5,7.66,322,83450
20061023:1100,7.29,54.4,0,0,0,332.1,8.28,318,83590
20061023:1200,4.98,65.55,0,0,0,325.3,7.72,314,83740
20061023:1300,3.83,73.3,0,0,0,316.05,7.17,308,83830
20061023:1400,3.5,73.3,0,0,0,312.35,7.38,309,83880
20061023:1500,3.89,70.5,0,0,0,319.9,8,311,83910
20061023:1600,4.11,70.6,0,0,0,319.1,6.14,306,83930
20061023:1700,4.31,70.6,0,0,0,318.55,5.24,302,83910
20061023:1800,4.38,70.6,0,0,0,318.15,4.14,293,83910
20061023:1900,4.22,70.6,0,0,0,277.3,2.83,278,83860
20061023:2000,4.11,67.9,0,0,0,274.4,2.48,271,83840
20061023:2100,3.87,70.5,0,0,0,267.05,2,254,83830
20061023:2200,3.69,70.5,0,0,0,265.5,2.14,250,83860
20061023:2300,3.64,67.8,0,0,0,269.2,2.14,253,83900
20061024:0000,3.74,67.8,129.5,349.18,85.8,266.65,2,256,83940
20061024:0100,6.01,54.15,307.85,547,139.7,263.5,1.79,255,84010
20061024:0200,8.58,40.1,473.25,633.69,181.55,265.5,2.21,269,84060
20061024:0300,10.43,35.85,599.15,771.09,156.95,265.9,2.55,294,84080
20061024:0400,11.84,32.25,682.4,900.88,106.6,264.75,2.83,318,84050
20061024:0500,12.86,28.85,663.25,843.94,112.25,262.2,2.83,331,83980
20061024:0600,13.51,27.85,584.9,782.49,104.65,263.6,2.69,339,83910
20061024:0700,13.75,25.85,448.2,677.09,93.15,263.4,2.69,356,83890
20061024:0800,13.82,25.85,269,491.96,76.7,262.8,2.62,7,83910
20061024:0900,13.43,26.75,86.05,215.18,38.2,261.05,2.41,24,83940
20061024:1000,12.43,31.1,0.8,0,0.8,258.75,2.34,56,83950
20061024:1100,10.92,37.45,0,0,0,254.5,2.62,77,84000
20061024:1200,9.74,41.85,0,0,0,253.1,2.48,92,84060
20061024:1300,8.6,46.95,0,0,0,249.85,2,106,84100
20061024:1400,7.32,61.1,0,0,0,248.85,1.38,125,84130
20061024:1500,6.89,56.45,0,0,0,249.25,1.24,154,84150
20061024:1600,5.95,60.75,0,0,0,246.55,1.31,165,84120
20061024:1700,4.84,65.4,0,0,0,245,1.52,171,84090
20061024:1800,4.07,65.3,0,0,0,243.85,1.59,169,84050
20061024:1900,3.72,65.2,0,0,0,243.05,1.52,166,84050
20061024:2000,2.9,70.3,0,0,0,242.65,1.66,166,84010
20061024:2100,2.04,73,0,0,0,242.1,1.86,166,83960
20061024:2200,1.39,78.8,0,0,0,241.3,1.93,166,83940
20061024:2300,0.93,75.75,0,0,0,240.75,2,163,83940
20061025:0000,0.9,78.75,168.95,899.41,59.65,241.15,2.07,161,83950
20061025:0100,4.3,65.3,354.65,884.32,86.25,244.35,1.93,152,83980
20061025:0200,9.12,40.25,514.35,904.91,101.55,250.05,2.55,148,84010
20061025:0300,11.81,33.55,624.8,903.85,110.4,257,4.28,158,83940
20061025:0400,13.75,29.15,674.45,883.1,114,263,5.31,168,83890
20061025:0500,15.15,26.25,658.6,841.92,112.8,268.2,5.52,175,83800
20061025:0600,16.14,24.5,578.6,775.74,106.1,271.7,5.38,179,83700
20061025:0700,17,24.65,441.55,669.04,93.8,273.85,4.83,181,83640
20061025:0800,17.28,23.8,263.65,490.04,74.3,274.4,4.07,179,83620
20061025:0900,17.17,23.8,81.9,207.52,36.65,274.4,3.31,168,83620
20061025:1000,16.09,26.5,0.65,0,0.65,272.85,2.48,127,83620
20061025:1100,14.36,32.95,0,0,0,269.95,2.83,102,83630
20061025:1200,12.62,38,0,0,0,267.05,2.83,102,83650
20061025:1300,10.99,47.35,0,0,0,264.95,2.34,121,83680
20061025:1400,9.73,52.85,0,0,0,263.2,2.34,155,83700
20061025:1500,8.7,54.8,0,0,0,262.05,2.48,181,83720
20061025:1600,7.81,58.9,0,0,0,260.65,2.83,193,83690
20061025:1700,6.91,63.35,0,0,0,259.7,2.9,199,83670
20061025:1800,6.08,68.3,0,0,0,258.35,2.97,199,83640
20061025:1900,5.47,70.85,0,0,0,256.6,2.76,203,83650
20061025:2000,4.7,76.3,0,0,0,254.85,2.69,203,83630
20061025:2100,3.96,76.25,0,0,0,253.1,2.62,201,83610
20061025:2200,3.26,82.2,0,0,0,251.75,2.55,200,83600
20061025:2300,2.62,85.35,0,0,0,250.6,2.34,201,83640
20061026:0000,2.41,88.65,163.8,891.97,58.65,250.05,2.14,205,83650
20061026:0100,5.45,73.55,346.15,864.14,87.25,252.65,1.72,204,83720
20061026:0200,9.37,52.85,503.45,884.68,103.55,258.15,1.66,205,83760
20061026:0300,11.58,45.8,613.45,890.81,110.35,265.5,1.52,203,83740
